35.70126107    65.09400000    42.58354772    47.12480000    2.30757000
23.29800000    62.90370000    66.56860600    53.85503000    21.06835090
75.22800000    88.30290000    43.17577440    64.40538000    18.42000000
68.63500000    2.65999906    36.86549900    99.13315010    96.08600000
59.66646700    73.70729590    92.01180000    70.74417920    45.16988500
71.95462900    41.80622651    52.71600000    82.20062601    93.33000000
87.01322340    32.62562314    74.62200000    46.67658708    33.81244000
90.84002400    41.54039400    73.85984127    75.24770000    65.19820000
75.22806778    56.86449900    51.70400000    72.07354000    25.23077935
88.11600000    22.00200000    13.36174300    8.70475010    89.86675000
99.33300000    11.30475998    62.93505833    22.30920059    76.63416700
55.42538820    36.94618760    98.67100000    47.67771000    55.61348200
20.69190000    55.63356525    49.72151000    98.88000000    41.26680000
9.69696200    62.20169440    56.15699000    23.93050500    88.96553000
98.96870000    34.11369400    33.71187500    22.18438200    52.60990396
51.33200000    15.87444000    4.01096240    7.92929000    38.01500000
58.63467700    56.37500000    59.13200000    59.39088120    92.80770000
6.64255006    91.20557000    21.50215763    17.49700000    94.85323910
53.97336677    82.38300000    96.40113500    0.40003000    45.43800000
6.46800000    71.95383500    75.50860000    21.98850000    62.48200000
75.73250165    49.82583080    12.03017228    62.25690110    39.85360000
53.87857000    57.94144000    98.55007390    37.40836200    78.69800000
65.65223400    92.92645000    8.83886000    7.92951300    31.40800000
75.56962770    22.14542300    40.93800000    48.01060000    87.25038470
34.25793000    68.93400000    97.26234000    54.05486840    15.33578980
46.55400000    64.16556000    78.20313590    21.95203407    35.75440850
94.31435000    31.75700000    36.27569000    14.92233676    77.51551032
96.64800000    95.25513000    21.64222004    29.59660000    52.84335850
65.63691057    40.10163770    6.86730000    15.39399351    47.54652131
49.94560120    9.01718000    7.46800000    62.63160000    32.78411730
80.97331000    45.61300000    44.47659260    21.43143720    40.23600000
34.63100000    44.00292960    1.49977340    89.25668000    47.35660000
46.97110000    27.42195080    61.81369000    87.10644668    0.82809593
34.26685150    28.91418000    56.33079440    65.22502400    78.29780150
78.31210200    71.52166540    39.17709000    52.35441400    57.11380530
48.47600000    4.28143685    32.17702832    40.36080000    9.59332170
49.71110000    6.15800193    49.60793190    95.38224400    67.59033000
48.90751100    29.14372000    32.42981094    4.56423018    62.99540000
29.15390000    1.76216800    54.09022390    1.37020000    16.28494883
3.79370000    85.06670000    9.16458000    1.99045046    16.27434270
39.52405000    98.75118292    25.08417120    96.79370400    13.77726000
62.73900000    67.70300000    54.09930000    78.69260000    42.67140158
20.31970000    75.76935242    77.41030000    81.67275530    41.97071000
39.41600000    27.72674200    50.95400000    68.80260000    27.93240400
48.99341670    74.87700900    90.28530000    80.38620000    99.22040000
63.06506740    69.40410000    24.57527000    13.93705900    30.98464024
67.21904000    8.42662189    25.33752000    73.27959870    73.25670000
53.33895500    97.96828000    76.60183568    89.39028100    37.52249000
28.02300000    15.28824579    4.85258000    8.25858350    67.63754613
23.98800350    88.93000000    60.98040000    73.34353100    30.58976800
55.37514400    18.01355000    21.48788900    54.55775770    73.53451400
