   0088.209    043.7399616     82.4961507 0004.1810838    000051.1127
  86.75185       005.85356559      0047.3644   00026.31987  3.86373366
   0052.1139    00087.915513     3.92930909 006.414218       55.95961
00014.730664  070.6998      0000011.9717     0000060.3601   0039.296
     18.58477081      047.79384223 00000012.494       42.92369313   97.10808716
      0026.251623      00099.60985       007.78425     88.24567   87.59328329
    0019.04052 00070.173    0058.4404859      0029.210682    00099.401
      0014.65352    0022.6517     00011.98632    0083.425705   21.2153895
 079.70172602  000068.913      4.888812922      15.87515694   99.437352
     34.08095765      77.2608093       028.1529   028.16381591       98.02116096
    9.163569645 7.622989       030.2668    5.961908846      00068.455877
 00036.9513       00037.54    75.88864549     0068.04406   46.4637922
    28.287448 00056.687112  61.20164  95.3803666     18.5871779
      0000084.859       0000047.5711  35.7714599 11.85642884       000082.2904
     0047.28815    0010.17446    94.72976654 00015.81234    0017.2891915
   69.16931104       077.16309     002.8757458   0074.4519     4.677602
  44.566609     069.618245      00025.626376 056.001564    000007.8344
 00058.618049   0089.136907    00098.120434   0053.1899   0077.875205
    0012.423   072.0964      000058.702       0013.9128     18.2261301
     0051.349372       0013.8338    0004.3507       00014.648    29.83317
      00000.783273     0000051.5833   0065.15566       11.437663   00001.20324
0021.96295   0000076.488      000030.9196  87.29152567    00097.4614
    4.60478361     0097.8668925     006.44524    71.075586    00039.30992
  00053.92578      91.9854569 8.166517332  083.3183     0000079.9
  040.531133     0056.921    000062.07726     64.728657      73.294193
  0000034.3273    046.143836    085.5313694   63.0638584      53.33156
      51.964039  00044.188    52.106304       76.78460071     20.16097359
 0047.837 43.732123      00051.9765       0000051.4921       000094.083
0043.37817     001.8340159     60.51333     00081.904    0000088.8375
      39.3078379   14.8074349    000056.90166    25.36532494 000086.37116
      0077.2059249     0000050.325       000090.05267     24.52750542      0098.068
0000057.5602      0065.104     0093.81634       0081.593895 000098.825
0013.141689   93.04993266 0000098.4769    000045.3232    0085.213
     57.5748574     00027.66508    091.78340388  09.871867    000034.89408
     000012.70895    55.21389      00084.57394     01.065704993    0000055.58
00059.443 81.59342      000094.4428    000071.39791  0026.95988
     000026.33748 66.83029594      24.87984   00046.017009  000016.944
     000036.62268    61.29060056   000025.4503    0058.1492242      0081.634
      000020.349  092.1620377       00081.5786     22.22634714 91.2782835
      39.48854788      041.693938      0000016.9949      083.0067426  00035.287609
  91.0982195    95.76631338 22.9954993    000070.3668     00000047.766
  0000049.731    20.978025    0000030.1643     99.53570283       010.0907
     025.2786189     41.642787   0000079.379    83.10083741  48.67910715
    92.090292 0011.7154       80.9829591       00006.5432 0092.3057956
000045.55      0000081.154       0086.627      11.6241876      040.88894123
   00059.8982  036.3453      000019.9707  011.2187419      088.358647
 38.30636    95.335289     05.152254       0000044.8399      01.171216
     00003.1586  00030.055  68.31587964   000089.893   000073.50275
   55.4617286       0052.05325      047.7614358 00000081.919 00000060.637
  056.38790946  62.36461723 0000062.1511    00080.32364  62.60456
056.50795578       0087.326847   000028.41643      27.225422    00002.23576
     36.47731005    53.917696       000089.432      079.72285     32.40052121
     040.47998015     000038.07643       00070.46229      081.82043387     24.9553711
     028.1618       86.0401827       0000030.8059     00037.7529    037.60656
  0000052.955      63.310473    2.13047296      00059.4653       000031.6078
    088.3274    39.1082078    00000080.223       7.2928119     00044.580601
  0045.72331    73.04614951 94.30521789   0084.472526  0053.9925767
   00042.522398      015.68407   00062.74718 52.22264238 63.1997518
  000063.557   0031.155       0040.73479      0042.339     29.67099147
    4.8048045  000066.98611  00086.4331   0042.10026    000046.65883
      00000052.558   75.57255229   0000056.0819   0000051.1967      00009.1371
 035.6616687      00023.19986   012.2734  000049.69857 079.28037467
   47.4111868 61.30741225 027.943085 79.64012      000019.6954
 051.691423  0080.067444       24.18761 35.045788       42.602561
