51.27547915,   059.42828453,   064.528971,    000044.45901, 000082.85072
    00087.861,    00002.4515,   009.68218968,    00030.470659,    004.16411
   00000028.839,      064.8647,03.2605864,   98.99040309,  000044.7449
      0094.7141521,  69.63489949,      00000070.93,    00064.945,0006.6463
 96.39862895,    000001.4935,     088.0382524,   32.7717861,     14.92284524
  32.5785851,  08.724975,      69.8931316,      75.63583335,     21.6730622
00000044.026,026.5057092,  00085.49926,  11.68101854,      003.20618
00000080.152,    014.03796,      63.91889961,    0030.9089,     00020.638786
      032.3244,   41.441207,      00001.3751,  015.8218,   00098.47978
  00032.0455,     1.45135617,0049.8468645,   95.71169429,   072.38007671
   00066.6888,      00076.056,   0063.41751,     0062.2316634,     86.964237
   0000069.615,99.6645002,062.77549,   5.23942148, 0043.91524
 52.6718356,    012.2629,     28.57345719,      0034.065,    73.61151323
      83.51663,   063.3501652,    15.43044608,    036.67049507, 00091.856111
     43.73544, 000019.51077,     0000093.494,     009.1102,    0097.502
   065.1511561,   0073.933727,     00028.8698,  0000058.816,     00000076.669
   84.0669873,30.95634195,000017.389,    26.28963,     95.19915052
 31.61145714,    004.7676761,    67.7005792,0083.558,    15.8314105
     024.96109,     55.19755459,      43.73346007,      00032.88,   6.896666432
      38.66091289, 030.8441,  79.27253557,039.5088985, 78.5910481
041.323484,  53.70082344,    053.64074,     63.3829083, 000093.2397
    73.5069232, 082.4865,   81.58155298,   026.4614,      84.6832826
88.914941,    00037.112,   73.98168253,  0.8048048,    58.51958278
     000075.898,068.7264,   3.60424099,      20.4421848,     0069.6451
   90.59380823,    0000034.6086, 000000098.36,  3.4382976,  0000094.4179
16.9131849,  083.69505668,00000082.08,  000016.469,     0080.511
   00000067.486,     00087.659,      00000027.545,  0077.468,  00006.7878
 0000021.7032, 40.70022,    00000028.804, 0069.5589,      21.38493889
      0093.8700919,   053.93344,40.26237241,000022.59652,    0000095.82
   096.391553,    000055.592,    92.0226927, 0024.00047,00087.9606
    87.248084,  0075.035754,      00090.577,   53.41640907,    26.743974
  82.9873519,     000025.6988,   30.01796446,      93.09378337,      088.530366
   056.7473332,    67.17277,     14.9070394,     0000057.2756,  075.02527
00071.5455,00000064.265,      95.54507,    43.74056334, 044.30887193
  00014.972,  0000073.894, 00057.2469,   00073.357,  31.340367
      0021.0406,    00000024.369,      000085.13911,    37.77783584, 86.09528282
00091.049, 92.057277,  00015.911805,    00000056.77,     90.18310877
  0000098.675,  00006.3411,     0000014.14,  000059.95686,    47.258028
     00033.869,    0062.405,000068.755,   25.0806472,     17.06067144
      00009.8815, 000040.34169,     059.35779984,    000074.15759,  96.6527927
000016.4434,0012.494242,     85.72261697,      00000052.089,   0028.01979
   00094.9376,   92.38885, 0000008.1514,      053.29717,      084.0850051
