# URL: http://imgsrc.hubblesite.org/hu/db/images/hs-2002-10-c-large_web.jpg ; Threshold of: 600; Time it took: (0.43400001525878906, 246); Stars found: 246; Data below is (x y brightness) brightness as rgb sum and x,y as pixel
  0   4 648
  0 284 690
  0 570 622
  0 620 604
  0 770 620
  5 180 649
 10 307 614
 28  99 605
 30 562 600
 32 610 624
 39 775 638
 42 759 680
 49  62 622
 58 656 631
 68 269 665
 70 518 624
 71 156 654
 76 541 634
 83 154 648
 85 569 603
 94  51 644
103 568 600
105 130 625
108   5 658
114 227 624
114 532 615
120 525 667
121 753 602
123 553 603
124 438 707
128 661 719
132  56 696
135 374 632
138 478 655
139 194 690
140 363 600
150 192 609
157 260 612
160 271 654
163 109 616
165 163 670
166 331 632
169  83 665
172 289 609
175  72 644
178 482 604
182  49 658
183 336 663
188 547 642
190 295 678
194 184 714
197 352 663
200 360 670
202 221 617
211 407 668
212 713 621
214 696 603
216 345 650
217 456 712
217 681 609
224 725 625
226 459 695
227 704 617
229 148 607
231 587 646
233 656 673
234 386 603
236 525 659
241 735 651
241 778 649
244 659 627
245 200 600
248 415 613
249 137 620
250 339 652
253 207 606
254 487 665
261 778 626
262 257 643
264 300 627
265 607 603
266 190 666
270 306 619
270 407 617
272 445 605
272 491 609
273 366 602
275 681 604
278 509 602
280 569 628
283 627 716
287 750 715
292 150 684
292 207 632
294 156 636
298 409 627
300 679 637
302 430 648
304  15 608
305 220 606
306 221 611
307 445 640
308 197 686
328 288 666
336 525 653
339 333 669
340  62 600
342 610 629
344 119 669
348 320 657
349  44 664
351 432 645
353 401 610
355 187 605
368 439 604
369 440 624
370 158 667
372 528 616
377 695 613
379  61 653
379 562 719
380 690 621
394 552 630
396 285 619
397 445 621
398  98 626
403 752 650
406 280 615
406 661 644
412 106 655
412 157 619
412 522 631
415 488 621
418 450 657
419 492 704
423 603 633
429 551 626
431 176 609
437 141 616
441 553 605
442 203 600
445 768 655
446 677 657
454 518 676
455 480 644
455 590 696
455 620 724
456 129 639
465 162 673
466 236 636
467 279 621
467 514 601
473 775 616
474 623 666
478 281 628
479  37 602
479  88 624
480  39 625
480  86 609
485 317 700
494  24 675
494  90 625
499 674 613
499 682 614
504 474 634
512 665 640
514   2 611
516 606 629
523   2 617
526  84 619
526 742 673
527  85 622
528  37 612
528  86 602
528 745 617
533 221 711
533 627 667
538 627 618
551 787 627
553 524 663
558 159 642
558 416 676
560 705 683
565 599 651
568   5 615
569 586 609
570 382 601
571  50 606
574 436 648
576 454 626
576 591 605
578 132 647
580 430 629
582 345 608
583 483 641
585 225 675
585 612 615
586  77 625
586 134 601
587 740 664
596 472 620
601 409 643
602 488 631
604 453 617
606 129 613
607 257 636
609 367 610
615 566 621
616 149 602
620 436 652
624 759 612
627 297 648
629 206 619
631 196 639
641 210 600
641 337 699
642 734 633
644 271 633
654  80 672
654 693 615
655 288 725
666  20 674
671  94 620
674 709 601
675 343 600
677 783 633
679 461 614
682 200 633
696  32 620
699 226 668
699 433 612
700 772 658
708  43 623
708 573 622
716 188 608
720 688 617
723 299 634
724 168 644
725  32 630
732 315 612
734 546 662
741  67 610
741 553 600
744 347 680
744 478 662
749 464 620
